PolicyID,PolicyName,PolicyIntro,pol_intro,Special_Key
pol_1673,진로심리 상담센터 운영지원,"개인별 맞춤 진로, 직업 상담 및 전문컨설팅을 지원하여 일자리 지원 ","개인별 맞춤 진로, 직업 상담 및 전문컨설팅을 지원하여 일자리 지원",
pol_1672,취업률 향상 프로그램 운영지원,시와 대학이 협업하여 구직스킬 향상 및 채용설명회 등 프로그램 운영,시와 대학이 협업하여 구직스킬 향상 및 채용설명회 등 프로그램 운영,
pol_1666,인천 청년 면접지원(드림나래) 서비스,"청년 구직자에게 면접용 정장대여비 지원 (1인당 연3회, 연15만원 이내) ","청년 구직자에게 면접용 정장대여비 지원 (1인당 연3회, 연15만원 이내)",
pol_1652,푸를나이 JOB CON,"청년 재능 나눔 일자리사업으로 지역주민 및 소외계층을 대상으로 찾아가는 문화공연을 무료로 제공하며, 참여 예술인들에게 일경험을 통해 취업(창업)으로 연계 예체능, 예체능계열","청년 재능 나눔 일자리사업으로 지역주민 및 소외계층을 대상으로 찾아가는 문화공연을 무료로 제공하며, 참여 예술인들에게 일경험을 통해 취업(창업)으로 연계","예체능, 예체능계열"
pol_1649,대학생 행정체험연수 운영,"방학기간 중 우리구에 거주하는 대학생들에게 공공기관 근무를 통해 사회생활 경험 및 구정 이해의 기회를 부여, 양질의 일자리 제공으로 대학생 학비 마련 기회 제공 및 경제적 자립 능력 향상에 도움 ","방학기간 중 우리구에 거주하는 대학생들에게 공공기관 근무를 통해 사회생활 경험 및 구정 이해의 기회를 부여, 양질의 일자리 제공으로 대학생 학비 마련 기회 제공 및 경제적 자립 능력 향상에 도움",
pol_1636,(예비)사회적기업 인턴지원 사업,예비사회적기업에 청년을 인턴으로 지원하여 예비사회적기업에는 인건비를 지원하고 청년에는 일자리를 지원,예비사회적기업에 청년을 인턴으로 지원하여 예비사회적기업에는 인건비를 지원하고 청년에는 일자리를 지원,
pol_1635,강소기업 청년인턴 지원사업,강소기업에 지역청년을 인턴으로 지원하여 기업에는 미스매칭을 해소하고 인건비를 지원하고 청년에는 일자리를 지원,강소기업에 지역청년을 인턴으로 지원하여 기업에는 미스매칭을 해소하고 인건비를 지원하고 청년에는 일자리를 지원,
pol_1634,청년취업지원 디딤돌사업,공공기관 취업을 희망하는 취업준비반을 편성하여 맞춤형 취업지원사업을 추진 지역인재,공공기관 취업을 희망하는 취업준비반을 편성하여 맞춤형 취업지원사업을 추진,지역인재
pol_1633,디딤돌 옷드림,청년구직자들의 구직비용 부담을 덜어주기 위해 면접에 필요한 정장을 무료로 대여,청년구직자들의 구직비용 부담을 덜어주기 위해 면접에 필요한 정장을 무료로 대여,
pol_1624,면접정장무료대여사업,구직비용 부담 경감을 위해 면접에 필요한 정장을 무료 대여,구직비용 부담 경감을 위해 면접에 필요한 정장을 무료 대여,
pol_1612,외투기업과 함께하는 Global-Job콘서트,외투기업 투자협력 활성화 및 지역인재 취업정보 제공 지역인재,외투기업 투자협력 활성화 및 지역인재 취업정보 제공,지역인재
pol_1601,지역 중소기업 R&D 산업인턴 지원사업,지역 공과대학생 대상 R&D 산업실습 지원을 통한 현장실무와 대학교육 연계,지역 공과대학생 대상 R&D 산업실습 지원을 통한 현장실무와 대학교육 연계,
pol_1599,청년 취업지원 캠프,청년 구직자들에게 취업 동기부여 및 직무적성 검사 및 특강 등을 통한 직무역량 강화,청년 구직자들에게 취업 동기부여 및 직무적성 검사 및 특강 등을 통한 직무역량 강화,
pol_1590,산하공공기관 청년인턴 채용사업,"지속가능한 일자리 확보를 위해 공공 부문을 중심으로 적극적인 청년 일자리를 창출하고, 인턴경험이 취업 역량과 능력 개발의 한 축이 되도록 양질의 직무체험 기회 마련 ","지속가능한 일자리 확보를 위해 공공 부문을 중심으로 적극적인 청년 일자리를 창출하고, 인턴경험이 취업 역량과 능력 개발의 한 축이 되도록 양질의 직무체험 기회 마련",
pol_1584,조선업희망센터 전직지원 프로그램,"조선업종 불황에 따른 고용조정 등으로 어려움을 겪고 있는 퇴직자에게 재취업 또는 창업에 성공할 수 있도록 자기긴단, 경력목표설정 등 구직활동에 필요한 상담과 교육을 지원하는 사업 ","조선업종 불황에 따른 고용조정 등으로 어려움을 겪고 있는 퇴직자에게 재취업 또는 창업에 성공할 수 있도록 자기긴단, 경력목표설정 등 구직활동에 필요한 상담과 교육을 지원하는 사업",
pol_1583,조선업희망센터 집단상담 프로그램,"취업지원 대상자의 취업의욕 고취, 구직기술 향상 등을 지원하기 위한 일반 및 단기 교육 운영 ","취업지원 대상자의 취업의욕 고취, 구직기술 향상 등을 지원하기 위한 일반 및 단기 교육 운영",
pol_1579,청년 일?경험 드림사업,"청년?기업 매칭하여 청년에게는 직무능력개발비 지원, 기업에게는 인건비 지원 ","청년?기업 매칭하여 청년에게는 직무능력개발비 지원, 기업에게는 인건비 지원",
pol_154,찾아가는 청년 희망 드림버스 운영,취업을 희망하는 청년들이 구인수요가 있는 지역의 우수 기업체를 직접 방문하여 중소기업에 대한 인식을 개선하고 현장에서 면접 후 채용을 통해 실질적 청년 취업과 연계하는 취업지원 프로그램,취업을 희망하는 청년들이 구인수요가 있는 지역의 우수 기업체를 직접 방문하여 중소기업에 대한 인식을 개선하고 현장에서 면접 후 채용을 통해 실질적 청년 취업과 연계하는 취업지원 프로그램,
pol_1538,공공근로 및 공공사회적 일자리사업,서울특별시 은평구에서 반기별로 「공공근로 및 공공사회적 일자리사업」참여자를 다음과 같이 공개 모집,서울특별시 은평구에서 반기별로 「공공근로 및 공공사회적 일자리사업」참여자를 다음과 같이 공개 모집,
pol_1536,서울청년센터 은평 오랑 운영,"종합상담지원, 정보제공, 네트워크 관계망 지원, 청년 맞춤형 자율사업 시행 등 청년활동 지원 ","종합상담지원, 정보제공, 네트워크 관계망 지원, 청년 맞춤형 자율사업 시행 등 청년활동 지원",
pol_1513,청년건축인육성 및 창업지원,지역주거환경개선 및 도시재생참여를 위한 청년 건축인 육성을 통하여 청년이 주도하는 사회적 일자리를 창출하고 청년들의 도전가능한 창업 문화 생태계 조성,지역주거환경개선 및 도시재생참여를 위한 청년 건축인 육성을 통하여 청년이 주도하는 사회적 일자리를 창출하고 청년들의 도전가능한 창업 문화 생태계 조성,
pol_1477,청년 디자이너 양성 사업,패션분야 미취업 청년을 교육훈련 후 인건비 지원을 통해 패션봉제업체에 취업을 연계하여 청년 일자리창출에 기여하고자 함,패션분야 미취업 청년을 교육훈련 후 인건비 지원을 통해 패션봉제업체에 취업을 연계하여 청년 일자리창출에 기여하고자 함,
pol_1469,서리풀청년아트기획단,"갈수록 악화되는 청년들에게 취업에 필요한 교육비, 최소한의 활동비를 지원, 청년들이 희망하고 하고 싶은 직업 선택의 기회 제공 ","갈수록 악화되는 청년들에게 취업에 필요한 교육비, 최소한의 활동비를 지원, 청년들이 희망하고 하고 싶은 직업 선택의 기회 제공",
pol_1464,서리풀 청년아트센터,"갈수록 악화되는 청년들에게 취업에 필요한 교육비, 최소한의 활동비를 지원, 청년들이 희망하고 하고 싶은 직업 선택의 기회 제공 ","갈수록 악화되는 청년들에게 취업에 필요한 교육비, 최소한의 활동비를 지원, 청년들이 희망하고 하고 싶은 직업 선택의 기회 제공",
pol_1458,서초청년 취업역량강화 프로그램,"기업 인사담당자 취업특강, 글로벌기업 잡페어 ","기업 인사담당자 취업특강, 글로벌기업 잡페어",
pol_144,DMZ 생태농촌체험 교육운영자 지원,"문화, 복지, 안전 등의 지역사회서비스 분야에서 청년들이 일 경험과 직무역량을 쌓을 수 있는 기회 제공과 임금 지원  ","문화, 복지, 안전 등의 지역사회서비스 분야에서 청년들이 일 경험과 직무역량을 쌓을 수 있는 기회 제공과 임금 지원 ",
pol_143,어린이집 보육돌봄 청년 지원,"문화, 복지, 안전 등의 지역사회서비스 분야에서 청년들이 일 경험과 직무역량을 쌓을 수 있는 기회 제공과 임금 지원  ","문화, 복지, 안전 등의 지역사회서비스 분야에서 청년들이 일 경험과 직무역량을 쌓을 수 있는 기회 제공과 임금 지원 ",
pol_1423,지역혁신 청년 활동가 운영 지원,"청년에게 지역혁신 분야의 일자리를 제공하여 지역전문가로 성장하는 발판을 마련, 청년의 민간일자리 진입 촉진 ","청년에게 지역혁신 분야의 일자리를 제공하여 지역전문가로 성장하는 발판을 마련, 청년의 민간일자리 진입 촉진",
pol_142,방과후 보육돌봄 청년맘 지원,"문화, 복지, 안전 등의 지역사회서비스 분야에서 청년들이 일 경험과 직무역량을 쌓을 수 있는 기회 제공과 임금 지원  ","문화, 복지, 안전 등의 지역사회서비스 분야에서 청년들이 일 경험과 직무역량을 쌓을 수 있는 기회 제공과 임금 지원 ",
pol_1404,청년활동지원사업(서울 청년수당),"청년실업률 상승 등으로 자존감 하락, 사회로부터의 고립을 겪고 있는 청년에게 사회참여 기회 제공 및 역량 강화, 소득보전 지원 위한 ‘청년 안전망’으로서 청년활동지원사업 추진 ","청년실업률 상승 등으로 자존감 하락, 사회로부터의 고립을 겪고 있는 청년에게 사회참여 기회 제공 및 역량 강화, 소득보전 지원 위한 ‘청년 안전망’으로서 청년활동지원사업 추진",
pol_14,청년 내일(My job&Tomorrow) 학교,취?창업을 준비중인 청년들을 대상으로 도전의식을 가진 창업CEO와 취업 선배들의 경험담 공유와 직업현장 체험을 통해 직업에 대한 사전 정보취득과 안정적 사회진입을 지원,취?창업을 준비중인 청년들을 대상으로 도전의식을 가진 창업CEO와 취업 선배들의 경험담 공유와 직업현장 체험을 통해 직업에 대한 사전 정보취득과 안정적 사회진입을 지원,
pol_139,청년 취업지망생 구직활동지원사업,"양구거주 미취업청년의 구직활동지원을 위해
 교육훈련 활동에 소용되는 비용을 지원 ","양구거주 미취업청년의 구직활동지원을 위해
 교육훈련 활동에 소용되는 비용을 지원",
pol_13,남구 학습동아리 지원사업,학습동아리 전문역량 강화를 위한 강사비 지원,학습동아리 전문역량 강화를 위한 강사비 지원,
pol_1298,청년 취·창업 아카데미,"청년 취업전략 강의 및 컨설팅, 청년 미디어 크리에이터 양성교육을 통해 최근 취업트렌드에 맞춰 청년들의 실질적인 취업 경쟁력 강화 ","청년 취업전략 강의 및 컨설팅, 청년 미디어 크리에이터 양성교육을 통해 최근 취업트렌드에 맞춰 청년들의 실질적인 취업 경쟁력 강화",
pol_1297,KB굿잡과 함께하는 청년취업 지원,"관악구와 KB금융공익재단이 업무협약을 맺고 취업 전문가로 하여금 관내 미취업 청년에게 취업 역량 강화를 위한 장기적, 실질적 취업 교육 지원 ","관악구와 KB금융공익재단이 업무협약을 맺고 취업 전문가로 하여금 관내 미취업 청년에게 취업 역량 강화를 위한 장기적, 실질적 취업 교육 지원",
pol_1296,청년 취업 특강·멘토링,취업을 준비하는 청년에게 전문가 특강 및 현직자 멘토링 콘서트를 진행하여 취업역량강화를 통한 일자리창출 지원,취업을 준비하는 청년에게 전문가 특강 및 현직자 멘토링 콘서트를 진행하여 취업역량강화를 통한 일자리창출 지원,
pol_1294,관악구 일자리카페,민간 카페를 일자리카페로 조성하여 청년이 보다 편리하게 취업지원서비스를 통합적으로 제공받을 수 있도록 운영하여 청년층의 안정적인 사회 진출 등을 지원,민간 카페를 일자리카페로 조성하여 청년이 보다 편리하게 취업지원서비스를 통합적으로 제공받을 수 있도록 운영하여 청년층의 안정적인 사회 진출 등을 지원,
pol_1293,청년드림 관악캠프,현직 기업체 임직원이 기업 조직상·인재상 등 직군·직무 선택에 필요한 각종 정보를 제공하는 등 취업정보를 공유,현직 기업체 임직원이 기업 조직상·인재상 등 직군·직무 선택에 필요한 각종 정보를 제공하는 등 취업정보를 공유,
pol_1275,행복공동체 청년지킴이 사업,마을주민과 함께 이웃이 있고 인정이 있는 사람 중심의 복지 수요가 증대됨에 따라 지역사회에 맞는 사회복지서비스를 제공하고 청년들에게 직무경험과 취업 기회를 제공하고자 함,마을주민과 함께 이웃이 있고 인정이 있는 사람 중심의 복지 수요가 증대됨에 따라 지역사회에 맞는 사회복지서비스를 제공하고 청년들에게 직무경험과 취업 기회를 제공하고자 함,
pol_1245,대학생 아르바이트 사업,"대학생들이 방학(하계, 동계)을 이용하여 구정에 참여함으로써 사회생활을 경험하고 지역사회에 대한 이해 및 자긍심을 갖는 기회 제공 ","대학생들이 방학(하계, 동계)을 이용하여 구정에 참여함으로써 사회생활을 경험하고 지역사회에 대한 이해 및 자긍심을 갖는 기회 제공",
pol_1241,청년자립도전 사업단 운영,저소득 청년대상 맞춤형 자립지원,저소득 청년대상 맞춤형 자립지원,
pol_1233,미취업 청년 맞춤형 아카데미<취준소>,취업 시 필요한 소양 및 교육 프로그램 등을 미취업 청년에게 지원하여 취업 역량 강화를 통해 민간 취업률을 진작시키고자함,취업 시 필요한 소양 및 교육 프로그램 등을 미취업 청년에게 지원하여 취업 역량 강화를 통해 민간 취업률을 진작시키고자함,
pol_1216,2020년 공공근로사업,청년 실업 근로자들에게 일자리제공,청년 실업 근로자들에게 일자리제공,
pol_1214,쳥년자립도전사업단,저소득청년층의 변화와 성장을 유도하고 탈빈곤 기회 제공하기 위한 사업,저소득청년층의 변화와 성장을 유도하고 탈빈곤 기회 제공하기 위한 사업,
pol_121,맞춤일자리 동행면접,"동해시 관내 구직 희망자와 동행하여 우수 구인기업을 탐방하고, 면접과 채용까지 원스톱으로 이루어지도록 지원하는 맞춤형 취업지원 프로그램 ","동해시 관내 구직 희망자와 동행하여 우수 구인기업을 탐방하고, 면접과 채용까지 원스톱으로 이루어지도록 지원하는 맞춤형 취업지원 프로그램",
pol_1201,장애청년인턴 및 현장매니저 지원사업,취업에 어려움을 겪는 장애청년과 지역 비장애인 청년을 3:1로 매칭하여 기업체에 인턴십 기회제공 및 정규직 전환 추진 장애인,취업에 어려움을 겪는 장애청년과 지역 비장애인 청년을 3:1로 매칭하여 기업체에 인턴십 기회제공 및 정규직 전환 추진,장애인
pol_120,청년 취창업 아카데미,취창업 아카데미 프로그램을 통해 관내 청년의 취업 역량을 강화하여 취업률을 높이고 지역혁신과 일자리 창출을 도모코자 함.,취창업 아카데미 프로그램을 통해 관내 청년의 취업 역량을 강화하여 취업률을 높이고 지역혁신과 일자리 창출을 도모코자 함.,
pol_12,스마트 모빌리티 창업캠프사업,미래자동차분야 창업을 희망하는 청년들을 대상으로 기업가 정신을 함양하고 창업핵심기반 교육 프로그램을 통해 청년 창업지원,미래자동차분야 창업을 희망하는 청년들을 대상으로 기업가 정신을 함양하고 창업핵심기반 교육 프로그램을 통해 청년 창업지원,
pol_1183,특별한 청삶특강 사업,"청년들의 """"삶""""을 주제로 청년들이 원하는 관심분야, 희망강사 등의 특강을 통해
삶과 진로에 대한 방향을 모색하고 인생 멘토를 만나 성장할 수 있도록 격려, 지지
청년들에게 경험과 가치를 전해주는 특강 추진 ","청년들의 """"삶""""을 주제로 청년들이 원하는 관심분야, 희망강사 등의 특강을 통해
삶과 진로에 대한 방향을 모색하고 인생 멘토를 만나 성장할 수 있도록 격려, 지지
청년들에게 경험과 가치를 전해주는 특강 추진",
pol_1182,부산청년학교 사업,"다양한 경험과 전문역량을 갖춘 부산소재 청년단체, 청년기업, 청년법인 등이 학과 운영자가 되어, 사회혁신, 인생학과 등 청년들의 일과 삶으로 연결되는 커리큘럼 기획·운영 ","다양한 경험과 전문역량을 갖춘 부산소재 청년단체, 청년기업, 청년법인 등이 학과 운영자가 되어, 사회혁신, 인생학과 등 청년들의 일과 삶으로 연결되는 커리큘럼 기획·운영",
pol_1145,대학 학과별 맞춤형 취업지원,대학이 학과별 특성에 맞는 지역 강소기업과 채용협약을 맺고 졸업예정자에게 맞춤형 직업훈련을 거쳐 취업으로 연계,대학이 학과별 특성에 맞는 지역 강소기업과 채용협약을 맺고 졸업예정자에게 맞춤형 직업훈련을 거쳐 취업으로 연계,
pol_1144,부산 청년 취업지원관 사업,취업관련 컨설턴트에 재능이 있는 부산청년에게 취업지원업무를 제공하고 특성화고 및 대학교 재학생들에게 체계적인 상담 및 정보제공을 통해 지역 일자리 사업 등과 연계하여 지역정착률 제고,취업관련 컨설턴트에 재능이 있는 부산청년에게 취업지원업무를 제공하고 특성화고 및 대학교 재학생들에게 체계적인 상담 및 정보제공을 통해 지역 일자리 사업 등과 연계하여 지역정착률 제고,
pol_1130,청년두드림센터 운영,"청년들의 취업문제 등 일자리정보를 자유롭게 공유하고, 민관협업을 통한 청년들의 홍보·소통. 문화. 열린 공간으로 조성, 활용 ","청년들의 취업문제 등 일자리정보를 자유롭게 공유하고, 민관협업을 통한 청년들의 홍보·소통. 문화. 열린 공간으로 조성, 활용",
pol_1128,부산청년 일자리 해커톤 아이디어 경진대회,새로운 일자리 창출을 위해 청년의 아이디어를 실제 일자리창출로 연결하기 위한 아이디어 경진대회 개최,새로운 일자리 창출을 위해 청년의 아이디어를 실제 일자리창출로 연결하기 위한 아이디어 경진대회 개최,
pol_1124,부산권 대학 취업네트워크 활성화 사업,부산지역 대학 취업네트워크를 통한 대학생 취업활성화 추진,부산지역 대학 취업네트워크를 통한 대학생 취업활성화 추진,
pol_1122,부산 청년 사회진입활동비(디딤돌 카드+) 지원,미취업 청년들이 경제적 부담감 없이 취·창업 활동에만 전념할 수 있는 여건을 조성하여 청년들의 사회진입 촉진 유도,미취업 청년들이 경제적 부담감 없이 취·창업 활동에만 전념할 수 있는 여건을 조성하여 청년들의 사회진입 촉진 유도,
pol_1120,"진로탐색 및 설계지원 프로그램(앱) ""취업준비땅"" 운영","취업진로 결정이 필요한 시기에 진로탐색, 설계지원 등 자기주도적 취업역량 강화로 취업 미스매치를 완화하기 위한 모바일앱 운영 ","취업진로 결정이 필요한 시기에 진로탐색, 설계지원 등 자기주도적 취업역량 강화로 취업 미스매치를 완화하기 위한 모바일앱 운영",
pol_1117,2020년 제2단계 공공근로사업,근로의사가 있는 구민청년에게 일자리를 제공,근로의사가 있는 구민청년에게 일자리를 제공,
pol_1116,동구 구인/구직 개척단 취업상담원,2020년도 구인/구직 개척단 취업 상담원 채용,2020년도 구인/구직 개척단 취업 상담원 채용,
pol_1114,청년창조발전소(고고씽 JOB) 운영,남구 청년창조발전소를 활용하여 지역 내 유망한 스타트업 발굴 및 육성 등 성장지원으로 청년 일자리창출 및 지역경제 활성화 기여,남구 청년창조발전소를 활용하여 지역 내 유망한 스타트업 발굴 및 육성 등 성장지원으로 청년 일자리창출 및 지역경제 활성화 기여,
pol_1113,2020년 공공근로 사업,"실업자에게 한시적 일자리를 제공하고, 소규모 지역현안사업 해소를 위함 ","실업자에게 한시적 일자리를 제공하고, 소규모 지역현안사업 해소를 위함",
pol_1099,2020년 강서구 중소기업 청년인턴사업,"? 관내 상시근로자 50인이하 제조업체 및 (예비)사회적기업에 미취업 청년에게 인건비 및 교통비 지원
? 청년의 지역정착 활성화를 통한 청년유입, 유출방지로 지역 활력 제고 ","? 관내 상시근로자 50인이하 제조업체 및 (예비)사회적기업에 미취업 청년에게 인건비 및 교통비 지원
? 청년의 지역정착 활성화를 통한 청년유입, 유출방지로 지역 활력 제고",
pol_1095,청년 아이디어 공모사업(꿈을 잡고 프로젝트),"청년의 참신한 취업, 창업, 문화활성화 등 아이디어에 대한 활동비 지원 ","청년의 참신한 취업, 창업, 문화활성화 등 아이디어에 대한 활동비 지원",
pol_1094,청년 역량개발 교육,민관협력 추진을 통해 시대의 흐름에 맞는 새로운 진로교육 시도,민관협력 추진을 통해 시대의 흐름에 맞는 새로운 진로교육 시도,
pol_1093,기업탐방 청년알잡 사업,구직 청년에게 직무 및 적성을 고려한 지역기업체 근무 경험 기회를 제공하여 직무 역량 강화 및 향후 구직활동 연계를 통한 청년 일자리 창출,구직 청년에게 직무 및 적성을 고려한 지역기업체 근무 경험 기회를 제공하여 직무 역량 강화 및 향후 구직활동 연계를 통한 청년 일자리 창출,
pol_1073,청년인턴지원사업,"- 미취업 청년의 산업 현장의 일 경험기회를 통한 진로탐색 및 조기 취업
- 산·학·관 상호 협력으로 경력 개발 기회제공 및 청년실업 해소 ","- 미취업 청년의 산업 현장의 일 경험기회를 통한 진로탐색 및 조기 취업
- 산·학·관 상호 협력으로 경력 개발 기회제공 및 청년실업 해소",
pol_1072,대전형 코업(co-op)청년뉴리더 양성사업,"- 대학 재학 중 산업 현장의 일 경험기회를 통한 진로탐색 및 조기 취업
- 산·학·관 상호 협력으로 경력 개발 기회제공 및 청년실업 해소 ","- 대학 재학 중 산업 현장의 일 경험기회를 통한 진로탐색 및 조기 취업
- 산·학·관 상호 협력으로 경력 개발 기회제공 및 청년실업 해소",
pol_1060,대전일자리지원센터 운영,미취업 청년들의 취업에 필요한 구인구직 상담등을 통해 진로에 맞는 일자리 제공,미취업 청년들의 취업에 필요한 구인구직 상담등을 통해 진로에 맞는 일자리 제공,
pol_1059,대학 취업역량강화지원,대학에 사업비 지원으로 대학내 졸업 예정자들의 취업 지원으로 대학의 취업 경쟁력 확보와 대학생들에게 다양한 취업정보 제공,대학에 사업비 지원으로 대학내 졸업 예정자들의 취업 지원으로 대학의 취업 경쟁력 확보와 대학생들에게 다양한 취업정보 제공,
pol_1052,대학생 아르바이트 운영," - 방학기간을 이용, 대학생들의 학비마련 및 일자리 창출
 - 현장중심의 행정경험과 시정에 대한 이해를 높이고 사회체험 기회제공 "," - 방학기간을 이용, 대학생들의 학비마련 및 일자리 창출
 - 현장중심의 행정경험과 시정에 대한 이해를 높이고 사회체험 기회제공",
pol_1043,지역주도형 청년일자리사업(아동복지시설 지원),아동복지시설에 부족한 인력을 청년일자리로 기획하여 시설종사자 지원과 청년에게 일 경험 기회를 제공하여 직무역량 강화,아동복지시설에 부족한 인력을 청년일자리로 기획하여 시설종사자 지원과 청년에게 일 경험 기회를 제공하여 직무역량 강화,
pol_1042,사회적경제기업 연계 인큐베이팅 외식ㆍ카페 운영사업,"- 지역 내 사회적기업 및 마을기업과 연계한 체계적인 일 경험 제공 및 자격 취득
- 지원을 통한 청년들의 실질적인 취업 역량 강화 도모 ","- 지역 내 사회적기업 및 마을기업과 연계한 체계적인 일 경험 제공 및 자격 취득
- 지원을 통한 청년들의 실질적인 취업 역량 강화 도모",
pol_1039,NCS 원스톱 교육훈련사업,17개 대전 공공기관 지역인재채용 30퍼센트이상 의무채용 의무화 시행에 따른 사전 선제대응 NCS 교육훈련을 통해 청년층 좋은 일자리창출,17개 대전 공공기관 지역인재채용 30퍼센트이상 의무채용 의무화 시행에 따른 사전 선제대응 NCS 교육훈련을 통해 청년층 좋은 일자리창출,
pol_1021,청년도전 무한상상 프로젝트,청년에게 프로젝트 지원사업비 지원,청년에게 프로젝트 지원사업비 지원,
pol_1020,청년 서로서로학교 운영,강의경험이 부족한 청년강사에게 강의기회 제공하고 강사비 지원,강의경험이 부족한 청년강사에게 강의기회 제공하고 강사비 지원,
pol_101,청년사회진입 활동지원금(대구형 청년수당),지역내 미취업청년들에게 다양한 경험을 쌓고 도전할 수 있는 기회를 제공하기 위해 지원금을 제공하여 사회진입조력,지역내 미취업청년들에게 다양한 경험을 쌓고 도전할 수 있는 기회를 제공하기 위해 지원금을 제공하여 사회진입조력,
pol_1007,청년문화기획자 양성학교 운영,청년문화기획자 양성을 통해 문화예술인의 창조활동을 제고하고 중진 문화기획자로 성장하도록 지원,청년문화기획자 양성을 통해 문화예술인의 창조활동을 제고하고 중진 문화기획자로 성장하도록 지원,
pol_1000,청년취업 광주나래(정장대여)서비스,미취업 청년 구직자에 대한 정장대여 서비스 연계,미취업 청년 구직자에 대한 정장대여 서비스 연계,
pol_2982,(비대면 디지털) 대학 온라인 강의 지원(온라인 원격 도우미),"(비대면 디지털 정부일자리) 코로나19로 인한 고용위기에 대응하여 하반기 한시적으로 추진하는 일자리 사업
디지털 경제 기반 조성을 위한 데이터·콘텐츠 구축 분야(45개 사업, 7.9만명)와, 코로나19 조기 극복을 위한 비대면 행정서비스 분야(15개 사업, 3.6만명)로 구성
(비대면 디지털) 대학 온라인 강의 지원(온라인 원격 도우미) - 코로나19 사태로 인한 대학·전문대학 비대면수업 지원을 통한 원격교육의 질 개선 및 학생 만족도 제고, 청년 고용안정을 위한 일자리 창출 멀티미디어콘텐츠 제작전문가 등의 관련 자격 소지자","(비대면 디지털 정부일자리) 코로나19로 인한 고용위기에 대응하여 하반기 한시적으로 추진하는 일자리 사업
디지털 경제 기반 조성을 위한 데이터·콘텐츠 구축 분야(45개 사업, 7.9만명)와, 코로나19 조기 극복을 위한 비대면 행정서비스 분야(15개 사업, 3.6만명)로 구성
(비대면 디지털) 대학 온라인 강의 지원(온라인 원격 도우미) - 코로나19 사태로 인한 대학·전문대학 비대면수업 지원을 통한 원격교육의 질 개선 및 학생 만족도 제고, 청년 고용안정을 위한 일자리 창출",멀티미디어콘텐츠 제작전문가 등의 관련 자격 소지자
pol_2981,(비대면 디지털) 온라인 원예농업기술서비스 지원,"(비대면 디지털 정부일자리) 코로나19로 인한 고용위기에 대응하여 하반기 한시적으로 추진하는 일자리 사업
디지털 경제 기반 조성을 위한 데이터·콘텐츠 구축 분야(45개 사업, 7.9만명)와, 코로나19 조기 극복을 위한 비대면 행정서비스 분야(15개 사업, 3.6만명)로 구성
(비대면 디지털) 온라인 원예농업기술서비스 지원 - 전염병 재유행 등 예측 불가능한 상황에 대비하여 농업현장과 원활히 소통 가능한 온라인 영상컨텐츠 활용 對 농업 서비스 지원 영상편집 및 통신, 정보처리, 시나리오 관련 자격 경력 소지자","(비대면 디지털 정부일자리) 코로나19로 인한 고용위기에 대응하여 하반기 한시적으로 추진하는 일자리 사업
디지털 경제 기반 조성을 위한 데이터·콘텐츠 구축 분야(45개 사업, 7.9만명)와, 코로나19 조기 극복을 위한 비대면 행정서비스 분야(15개 사업, 3.6만명)로 구성
(비대면 디지털) 온라인 원예농업기술서비스 지원 - 전염병 재유행 등 예측 불가능한 상황에 대비하여 농업현장과 원활히 소통 가능한 온라인 영상컨텐츠 활용 對 농업 서비스 지원","영상편집 및 통신, 정보처리, 시나리오 관련 자격 경력 소지자"
pol_2980,(비대면 디지털) 연혁법령 정보개선 - 별표․서식 한글파일 재구축 사업,"(비대면 디지털 정부일자리) 코로나19로 인한 고용위기에 대응하여 하반기 한시적으로 추진하는 일자리 사업
디지털 경제 기반 조성을 위한 데이터·콘텐츠 구축 분야(45개 사업, 7.9만명)와, 코로나19 조기 극복을 위한 비대면 행정서비스 분야(15개 사업, 3.6만명)로 구성
(비대면 디지털) 연혁법령 정보개선 - 별표․서식 한글파일 재구축 사업 - 괘선 형태의 텍스트(TXT) 파일로 되어있어 내용파악 및 활용이 어려운 2005년 이전 공포법령의 별표·서식을 한글파일로 DB구축하여 쉽게 검색하고 활용할 수 있도록 제공 사무능력 관련 자격증 보유자, 장기실직(구직) 중인 자 등 취업취약계층 우대","(비대면 디지털 정부일자리) 코로나19로 인한 고용위기에 대응하여 하반기 한시적으로 추진하는 일자리 사업
디지털 경제 기반 조성을 위한 데이터·콘텐츠 구축 분야(45개 사업, 7.9만명)와, 코로나19 조기 극복을 위한 비대면 행정서비스 분야(15개 사업, 3.6만명)로 구성
(비대면 디지털) 연혁법령 정보개선 - 별표․서식 한글파일 재구축 사업 - 괘선 형태의 텍스트(TXT) 파일로 되어있어 내용파악 및 활용이 어려운 2005년 이전 공포법령의 별표·서식을 한글파일로 DB구축하여 쉽게 검색하고 활용할 수 있도록 제공","사무능력 관련 자격증 보유자, 장기실직(구직) 중인 자 등 취업취약계층 우대"
